name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Nissan Leaf,https://www.autotrader.co.uk/dealers/derbyshire/derby/hilton-garage-ltd-4400,"£13,900",47000,,Automatic,Electric,,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/derbyshire/derby/bts-cars-10027355,"£9,995",95600,,Automatic,Electric,2,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/derbyshire/derby/hilton-garage-ltd-4400,"£13,490",63000,,Automatic,Electric,,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/somerset/radstock/drive-green-10011240,"£14,295",32342,109,Automatic,Electric,,Hatchback,ULEZ,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk,"£14,500",28000,,Automatic,Electric,2,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk,"£11,995",93000,,Automatic,Electric,,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/shropshire/telford/w-r-davies-nissan-telford-10005757,"£13,995",33981,,Automatic,Electric,,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/somerset/radstock/drive-green-10011240,"£13,995",45000,109,Automatic,Electric,4,Hatchback,ULEZ,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/yorkshire/leeds/nissan-leeds-13885,"£13,899",49990,,Automatic,Electric,2,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk,"£11,545",79314,,Automatic,Electric,4,Hatchback,,,2016 (16 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/somerset/radstock/drive-green-10011240,"£13,395",55914,109,Automatic,Electric,3,Hatchback,ULEZ,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/west-midlands/wednesbury/emerald-house-of-cars-10002873,"£15,400",25184,,Automatic,Electric,2,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/buckinghamshire/milton-keynes/marshall-approved-used-direct-sales-10033840,"£14,600",41336,,Automatic,Electric,3,Hatchback,,,2016 (66 reg)
Nissan Leaf,https://www.autotrader.co.uk/dealers/staffordshire/burton-on-trent/kings-bromley-car-centre-10001137,"£11,589",52000,,Automatic,Electric,,Hatchback,,,2016 (66 reg)
